cbsa_code,csa_code,cbsa_title,metro_micro_indicator,csa_title, cbsa_population ,population_year,cbsa_year
45300,,"Tampa-St. Petersburg-Clearwater, FL",1,,2842878,2012,2020
45340,,"Taos, NM",2,,32779,2012,2020
45380,522,"Taylorville, IL",2,"Springfield-Jacksonville-Lincoln, IL",34638,2012,2020
45460,,"Terre Haute, IN",1,,172493,2012,2020
45460,,"Terre Haute, IN",1,,172493,2012,2020
45460,,"Terre Haute, IN",1,,172493,2012,2020
45460,,"Terre Haute, IN",1,,172493,2012,2020
45460,,"Terre Haute, IN",1,,172493,2012,2020
45500,,"Texarkana, TX-AR",1,,149701,2012,2020
45500,,"Texarkana, TX-AR",1,,149701,2012,2020
45500,,"Texarkana, TX-AR",1,,149701,2012,2020
45520,,"The Dalles, OR",2,,25487,2012,2020
45540,422,"The Villages, FL",1,"Orlando-Lakeland-Deltona, FL",101620,2012,2020
45580,122,"Thomaston, GA",2,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",26630,2012,2020
45620,,"Thomasville, GA",2,,44724,2012,2020
45660,534,"Tiffin, OH",2,"Toledo-Findlay-Tiffin, OH",56018,2012,2020
45700,,"Tifton, GA",2,,41064,2012,2020
45740,122,"Toccoa, GA",2,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",25891,2012,2020
45780,534,"Toledo, OH",1,"Toledo-Findlay-Tiffin, OH",41339,2012,2020
45780,534,"Toledo, OH",1,"Toledo-Findlay-Tiffin, OH",41339,2012,2020
45780,534,"Toledo, OH",1,"Toledo-Findlay-Tiffin, OH",41339,2012,2020
45780,534,"Toledo, OH",1,"Toledo-Findlay-Tiffin, OH",41339,2012,2020
45820,,"Topeka, KS",1,,234566,2012,2020
45820,,"Topeka, KS",1,,234566,2012,2020
45820,,"Topeka, KS",1,,234566,2012,2020
45820,,"Topeka, KS",1,,234566,2012,2020
45820,,"Topeka, KS",1,,234566,2012,2020
45860,408,"Torrington, CT",2,"New York-Newark, NY-NJ-CT-PA",187530,2012,2020
45900,,"Traverse City, MI",2,,145283,2012,2020
45900,,"Traverse City, MI",2,,145283,2012,2020
45900,,"Traverse City, MI",2,,145283,2012,2020
45900,,"Traverse City, MI",2,,145283,2012,2020
45940,408,"Trenton-Princeton, NJ",1,"New York-Newark, NY-NJ-CT-PA",368303,2012,2020
45980,,"Troy, AL",2,,33182,2012,2020
46020,472,"Truckee-Grass Valley, CA",2,"Sacramento-Roseville, CA",98292,2012,2020
46060,536,"Tucson, AZ",1,"Tucson-Nogales, AZ",992394,2012,2020
46100,,"Tullahoma-Manchester, TN",2,,100333,2012,2020
46100,,"Tullahoma-Manchester, TN",2,,100333,2012,2020
46100,,"Tullahoma-Manchester, TN",2,,100333,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46140,538,"Tulsa, OK",1,"Tulsa-Muskogee-Bartlesville, OK",951880,2012,2020
46180,539,"Tupelo, MS",2,"Tupelo-Corinth, MS",138976,2012,2020
46180,539,"Tupelo, MS",2,"Tupelo-Corinth, MS",138976,2012,2020
46180,539,"Tupelo, MS",2,"Tupelo-Corinth, MS",138976,2012,2020
46180,539,"Tupelo, MS",2,"Tupelo-Corinth, MS",138976,2012,2020
46220,,"Tuscaloosa, AL",1,,233389,2012,2020
46220,,"Tuscaloosa, AL",1,,233389,2012,2020
46220,,"Tuscaloosa, AL",1,,233389,2012,2020
46220,,"Tuscaloosa, AL",1,,233389,2012,2020
46300,,"Twin Falls, ID",1,,101094,2012,2020
46300,,"Twin Falls, ID",1,,101094,2012,2020
46340,540,"Tyler, TX",1,"Tyler-Jacksonville, TX",214821,2012,2020
46380,,"Ukiah, CA",2,,87428,2012,2020
46420,273,"Union, SC",2,"Greenville-Spartanburg-Anderson, SC",316997,2012,2020
46460,362,"Union City, TN",2,"Martin-Union City, TN",37865,2012,2020
46500,212,"Urbana, OH",2,"Dayton-Springfield-Kettering, OH",39565,2012,2020
46520,,"Urban Honolulu, HI",1,,976372,2012,2020
46540,,"Utica-Rome, NY",1,,298064,2012,2020
46540,,"Utica-Rome, NY",1,,298064,2012,2020
46620,,"Uvalde, TX",2,,26752,2012,2020
46660,,"Valdosta, GA",1,,144343,2012,2020
46660,,"Valdosta, GA",1,,144343,2012,2020
46660,,"Valdosta, GA",1,,144343,2012,2020
46660,,"Valdosta, GA",1,,144343,2012,2020
46700,488,"Vallejo, CA",1,"San Jose-San Francisco-Oakland, CA",420757,2012,2020
46780,338,"Van Wert, OH",2,"Lima-Van Wert-Celina, OH",28744,2012,2020
46820,,"Vermillion, SD",2,,14131,2012,2020
46860,,"Vernal, UT",2,,34524,2012,2020
46900,,"Vernon, TX",2,,13258,2012,2020
46980,298,"Vicksburg, MS",2,"Jackson-Vicksburg-Brookhaven, MS",57433,2012,2020
47020,544,"Victoria, TX",1,"Victoria-Port Lavaca, TX",96620,2012,2020
47020,544,"Victoria, TX",1,"Victoria-Port Lavaca, TX",96620,2012,2020
47080,,"Vidalia, GA",2,,36228,2012,2020
47080,,"Vidalia, GA",2,,36228,2012,2020
47180,,"Vincennes, IN",2,,38122,2012,2020
47220,428,"Vineland-Bridgeton, NJ",1,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",157785,2012,2020
47240,,"Vineyard Haven, MA",2,,17041,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",1,"Virginia Beach-Norfolk, VA-NC",64244,2012,2020
47300,,"Visalia, CA",1,,451977,2012,2020
47340,,"Wabash, IN",2,,32361,2012,2020
47380,,"Waco, TX",1,,256317,2012,2020
47380,,"Waco, TX",1,,256317,2012,2020
47420,244,"Wahpeton, ND-MN",2,"Fargo-Wahpeton, ND-MN",22802,2012,2020
47420,244,"Wahpeton, ND-MN",2,"Fargo-Wahpeton, ND-MN",22802,2012,2020
47460,313,"Walla Walla, WA",1,"Kennewick-Richland-Walla Walla, WA",63399,2012,2020
47540,338,"Wapakoneta, OH",2,"Lima-Van Wert-Celina, OH",45831,2012,2020
47580,356,"Warner Robins, GA",1,"Macon-Bibb County--Warner Robins, GA",185478,2012,2020
47580,356,"Warner Robins, GA",1,"Macon-Bibb County--Warner Robins, GA",185478,2012,2020
47620,,"Warren, PA",2,,41146,2012,2020
47660,312,"Warrensburg, MO",2,"Kansas City-Overland Park-Kansas City, MO-KS",54397,2012,2020
47700,515,"Warsaw, IN",2,"South Bend-Elkhart-Mishawaka, IN-MI",77609,2012,2020
47780,,"Washington, IN",2,,32064,2012,2020
47820,272,"Washington, NC",2,"Greenville-Kinston-Washington, NC",47507,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",-WV        5860342,2012,2020
47920,198,"Washington Court House, OH",2,"Columbus-Marion-Zanesville, OH",28880,2012,2020
47940,,"Waterloo-Cedar Falls, IA",1,,168747,2012,2020
47940,,"Waterloo-Cedar Falls, IA",1,,168747,2012,2020
47940,,"Waterloo-Cedar Falls, IA",1,,168747,2012,2020
47980,,"Watertown, SD",2,,27606,2012,2020
47980,,"Watertown, SD",2,,27606,2012,2020
48020,376,"Watertown-Fort Atkinson, WI",2,"Milwaukee-Racine-Waukesha, WI",84498,2012,2020
48060,,"Watertown-Fort Drum, NY",1,,120262,2012,2020
48100,422,"Wauchula, FL",2,"Orlando-Lakeland-Deltona, FL",27514,2012,2020
48140,554,"Wausau-Weston, WI",1,"Wausau-Stevens Point-Wisconsin Rapids, WI",28392,2012,2020
48140,554,"Wausau-Weston, WI",1,"Wausau-Stevens Point-Wisconsin Rapids, WI",28392,2012,2020
48180,,"Waycross, GA",2,,54665,2012,2020
48180,,"Waycross, GA",2,,54665,2012,2020
48220,,"Weatherford, OK",2,,28536,2012,2020
48260,430,"Weirton-Steubenville, WV-OH",1,"Pittsburgh-New Castle-Weirton, PA-OH-WV",122547,2012,2020
48260,430,"Weirton-Steubenville, WV-OH",1,"Pittsburgh-New Castle-Weirton, PA-OH-WV",122547,2012,2020
48260,430,"Weirton-Steubenville, WV-OH",1,"Pittsburgh-New Castle-Weirton, PA-OH-WV",122547,2012,2020
48300,,"Wenatchee, WA",1,,113037,2012,2020
48300,,"Wenatchee, WA",1,,113037,2012,2020
48460,,"West Plains, MO",2,,40629,2012,2020
48500,200,"West Point, MS",2,"Columbus-West Point, MS",,2012,2020
48540,,"Wheeling, WV-OH",1,,146420,2012,2020
48540,,"Wheeling, WV-OH",1,,146420,2012,2020
48540,,"Wheeling, WV-OH",1,,146420,2012,2020
48580,376,"Whitewater, WI",2,"Milwaukee-Racine-Waukesha, WI",102851,2012,2020
48620,556,"Wichita, KS",1,"Wichita-Winfield, KS",636105,2012,2020
48620,556,"Wichita, KS",1,"Wichita-Winfield, KS",636105,2012,2020
48620,556,"Wichita, KS",1,"Wichita-Winfield, KS",636105,2012,2020
48620,556,"Wichita, KS",1,"Wichita-Winfield, KS",636105,2012,2020
48660,,"Wichita Falls, TX",1,,150829,2012,2020
48660,,"Wichita Falls, TX",1,,150829,2012,2020
48660,,"Wichita Falls, TX",1,,150829,2012,2020
48700,558,"Williamsport, PA",1,"Williamsport-Lock Haven, PA",117168,2012,2020
48780,,"Williston, ND",2,,26697,2012,2020
48820,,"Willmar, MN",2,,42379,2012,2020
48900,,"Wilmington, NC",1,,263429,2012,2020
48900,,"Wilmington, NC",1,,263429,2012,2020
48940,178,"Wilmington, OH",2,"Cincinnati-Wilmington-Maysville, OH-KY-IN",41886,2012,2020
48980,468,"Wilson, NC",2,"Rocky Mount-Wilson-Roanoke Rapids, NC",81867,2012,2020
49020,548,"Winchester, VA-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",130907,2012,2020
49020,548,"Winchester, VA-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",130907,2012,2020
49020,548,"Winchester, VA-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",130907,2012,2020
49060,556,"Winfield, KS",2,"Wichita-Winfield, KS",36288,2012,2020
49080,,"Winnemucca, NV",2,,17048,2012,2020
49100,,"Winona, MN",2,,51629,2012,2020
49180,268,"Winston-Salem, NC",1,"Greensboro--Winston-Salem--High Point, NC",647697,2012,2020
49180,268,"Winston-Salem, NC",1,"Greensboro--Winston-Salem--High Point, NC",647697,2012,2020
49180,268,"Winston-Salem, NC",1,"Greensboro--Winston-Salem--High Point, NC",647697,2012,2020
49180,268,"Winston-Salem, NC",1,"Greensboro--Winston-Salem--High Point, NC",647697,2012,2020
49180,268,"Winston-Salem, NC",1,"Greensboro--Winston-Salem--High Point, NC",647697,2012,2020
49220,554,"Wisconsin Rapids-Marshfield, WI",2,"Wausau-Stevens Point-Wisconsin Rapids, WI",74424,2012,2020
49260,,"Woodward, OK",2,,20548,2012,2020
49260,,"Woodward, OK",2,,20548,2012,2020
49300,184,"Wooster, OH",2,"Cleveland-Akron-Canton, OH",114848,2012,2020
49340,148,"Worcester, MA-CT",1,"Boston-Worcester-Providence, MA-RI-NH-CT",923762,2012,2020
49340,148,"Worcester, MA-CT",1,"Boston-Worcester-Providence, MA-RI-NH-CT",923762,2012,2020
49380,,"Worthington, MN",2,,21487,2012,2020
49420,,"Yakima, WA",1,,246977,2012,2020
49460,,"Yankton, SD",2,,22603,2012,2020
49500,434,"Yauco, PR",1,"Ponce-Yauco-Coamo, PR",,2012,2020
49500,434,"Yauco, PR",1,"Ponce-Yauco-Coamo, PR",,2012,2020
49500,434,"Yauco, PR",1,"Ponce-Yauco-Coamo, PR",,2012,2020
49500,434,"Yauco, PR",1,"Ponce-Yauco-Coamo, PR",,2012,2020
49620,276,"York-Hanover, PA",1,"Harrisburg-York-Lebanon, PA",437846,2012,2020
49660,566,"Youngstown-Warren-Boardman, OH-PA",1,"Youngstown-Warren, OH-PA",558206,2012,2020
49660,566,"Youngstown-Warren-Boardman, OH-PA",1,"Youngstown-Warren, OH-PA",558206,2012,2020
49660,566,"Youngstown-Warren-Boardman, OH-PA",1,"Youngstown-Warren, OH-PA",558206,2012,2020
49700,472,"Yuba City, CA",1,"Sacramento-Roseville, CA",167948,2012,2020
49700,472,"Yuba City, CA",1,"Sacramento-Roseville, CA",167948,2012,2020
49740,,"Yuma, AZ",1,,200022,2012,2020
49780,198,"Zanesville, OH",2,"Columbus-Marion-Zanesville, OH",85950,2012,2020
49820,,"Zapata, TX",2,,14290,2012,2020
